loan_id,borrower_name,payment_date,scheduled_payment_amount,actual_payment_amount,payment_type,payment_status,bank_reference_id,pool_id,remittance_id,remittance_date,remittance_amount,trust_account_id,match_type,variance,reconciliation_status,discrepancy_category,severity,recommended_action
LN-000224,Theresa Clark,2025-03-25,18701.93,18701.93,Principal,Reversed,16320D6D952D,POOL-E,REM-000612,2025-03-28,18701.93,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-000226,Benjamin Smith,2025-12-23,12577.49,12577.49,Principal,Reversed,2F15E3997AA3,POOL-A,REM-001302,2025-12-23,12577.49,TRU-004,EXACT,0.0,REVERSED,OTHER,Low,Manual review required
LN-000227,Kirk Carter,2025-07-10,48664.02,62448.39,Fee,Posted,34CF6BD89623,POOL-F,,,,,UNMATCHED,62448.39,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000228,Michael Warner,2026-01-10,19958.34,19958.34,Principal,Posted,03148221414C,POOL-B,,,,,UNMATCHED,19958.34,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000229,Michael Bradshaw,2025-07-05,44656.3,44656.3,Fee,Posted,82328C08AB5F,POOL-B,,,,,UNMATCHED,44656.3,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000230,Lori Guerrero,2025-03-18,31741.36,31741.36,Interest,Posted,C8822E30CC17,POOL-B,,,,,UNMATCHED,31741.36,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000231,Jessica Stephens,2025-04-20,39843.16,39843.16,Escrow,Posted,BD3EA06BCB5D,POOL-F,,,,,UNMATCHED,39843.16,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000234,Laura Roberts,2025-04-14,24879.63,24879.63,Interest,Posted,EFBDB20BE1AC,POOL-F,,,,,UNMATCHED,24879.63,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000237,Andrew Reynolds,2025-03-31,14398.23,14398.23,Escrow,Reversed,63D868B9AEDB,POOL-E,REM-001111,2025-04-01,14398.23,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-000239,Sara Johnston,2025-04-20,32450.88,32450.88,Interest,Posted,51805F5345FF,POOL-A,,,,,UNMATCHED,32450.88,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000240,Yvonne Chambers,2025-12-03,9266.98,10048.36,Fee,Posted,34B6CF2D8494,POOL-E,,,,,UNMATCHED,10048.36,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000241,Andrew Avila,2025-07-14,47052.7,47052.7,Principal,Posted,4AFB46B6EEF8,POOL-C,,,,,UNMATCHED,47052.7,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000243,Kevin Walters,2026-02-20,45785.79,45785.79,Fee,Posted,402C0830F44D,POOL-A,,,,,UNMATCHED,45785.79,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000244,Brandon Bailey Md,2025-11-18,18822.86,0.0,Interest,Posted,5D0F89EA4116,POOL-C,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000245,Shannon Rivera,2025-07-02,1265.1,1265.1,Principal,Reversed,657E444B5DDF,POOL-E,REM-001259,2025-07-03,1265.1,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-000247,Krista Gibson,2025-05-21,21695.12,21695.12,Fee,Posted,D1AA730B25EC,POOL-A,,,,,UNMATCHED,21695.12,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000248,Frank Cordova,2026-01-01,48349.41,0.0,Interest,Posted,E31A033CD0CE,POOL-F,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000249,Jose Travis,2026-01-04,48199.19,48199.19,Principal,Posted,6CB50865AB5B,POOL-C,,,,,UNMATCHED,48199.19,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000252,Olivia Harris,2025-11-12,19562.34,19562.34,Interest,Posted,3838F1ACEB53,POOL-F,,,,,UNMATCHED,19562.34,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000253,Tanya Kim,2025-10-09,42631.27,42631.27,Interest,Posted,8F744AE86C9E,POOL-F,,,,,UNMATCHED,42631.27,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000255,Cynthia Moore,2025-05-02,8889.89,8889.89,Principal,Posted,7E7F5789A4BE,POOL-F,,,,,UNMATCHED,8889.89,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000257,Susan Murray Md,2026-02-15,46839.66,46839.66,Principal,Pending,9FA4833E0C98,POOL-C,,,,,UNMATCHED,46839.66,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000258,Kathleen Moran,2025-10-21,34953.47,34953.47,Escrow,Reversed,738E3BAA27EC,POOL-D,,,,,UNMATCHED,34953.47,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000259,Denise Davenport,2025-09-12,28718.03,28718.03,Interest,Pending,8CB3799127C5,POOL-E,,,,,UNMATCHED,28718.03,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000260,Mrs. Kristen Reyes,2025-10-17,5310.24,0.0,Fee,Posted,49EAB8DA8C17,POOL-D,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000264,Diane Evans,2026-02-22,26157.32,26157.32,Escrow,Pending,641A0E7110C4,POOL-B,,,,,UNMATCHED,26157.32,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000265,Yvonne Burns,2026-02-12,43929.97,0.0,Fee,Posted,ED3CA78AF12C,POOL-F,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000267,Kimberly Gibson,2025-05-04,35002.28,35002.28,Escrow,Pending,6771DDCEA177,POOL-E,,,,,UNMATCHED,35002.28,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000269,Cynthia Rowe,2025-10-07,18294.81,18294.81,Fee,Reversed,A8ED73646B39,POOL-B,,,,,UNMATCHED,18294.81,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000271,Jasmin Alvarado,2025-05-09,40563.38,31926.42,Principal,Posted,656432EDE328,POOL-D,,,,,UNMATCHED,31926.42,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000273,Jonathan Lawrence,2025-06-21,43420.08,43420.08,Interest,Pending,08D98FA21549,POOL-A,,,,,UNMATCHED,43420.08,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000275,Joyce Bowen,2025-12-14,25811.45,25811.45,Interest,Posted,5E719080985B,POOL-F,,,,,UNMATCHED,25811.45,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000276,Matthew Moore,2025-10-30,25325.06,25325.06,Escrow,Reversed,4DA49728DFC0,POOL-F,REM-001723,2025-11-02,25325.06,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-000277,Wayne Morgan,2025-05-25,40015.61,21812.07,Principal,Posted,FD6B81AF5AF9,POOL-E,,,,,UNMATCHED,21812.07,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000279,Shannon James,2025-06-16,35247.36,35247.36,Interest,Posted,6BFD51FD3275,POOL-F,,,,,UNMATCHED,35247.36,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000280,Nathan Malone,2025-08-04,39891.74,39891.74,Interest,Pending,CE718C81670F,POOL-E,,,,,UNMATCHED,39891.74,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000282,Tammie Bright,2025-07-20,17230.76,17230.76,Fee,Reversed,6C81C6BD135E,POOL-D,REM-001713,2025-07-20,17230.76,TRU-004,EXACT,0.0,REVERSED,OTHER,Low,Manual review required
LN-000283,Jessica Garcia,2025-04-22,19091.36,19091.36,Fee,Reversed,4407ADA378EA,POOL-B,REM-002181,2025-04-22,19091.36,TRU-002,EXACT,0.0,REVERSED,OTHER,Low,Manual review required
LN-000284,Shelia Wallace,2025-10-27,5152.11,5152.11,Escrow,Posted,EE6536B8E4FF,POOL-D,,,,,UNMATCHED,5152.11,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000287,Joseph Knight,2025-04-09,23547.1,23547.1,Fee,Posted,39E1FF703DC8,POOL-E,,,,,UNMATCHED,23547.1,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000288,Carolyn Miller,2026-02-11,27360.91,27360.91,Principal,Pending,9DF76303B846,POOL-B,,,,,UNMATCHED,27360.91,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000289,Lisa Allen,2025-12-16,14683.79,14683.79,Fee,Posted,A2A5A051EEBA,POOL-F,,,,,UNMATCHED,14683.79,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000290,Briana Murray,2025-03-22,29746.25,29746.25,Escrow,Posted,BD09ECF08660,POOL-E,,,,,UNMATCHED,29746.25,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000291,David Smith,2025-05-01,2009.76,2009.76,Principal,Posted,249E719C0FBC,POOL-E,,,,,UNMATCHED,2009.76,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000292,Stephanie Byrd,2025-07-14,2348.74,2348.74,Principal,Pending,85A96FC6CC32,POOL-D,,,,,UNMATCHED,2348.74,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000293,Jeremy Reed,2025-06-08,41218.73,41218.73,Principal,Reversed,076D4B994A0C,POOL-B,REM-001277,2025-06-11,41218.73,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-000296,John Young,2025-11-16,26351.04,26351.04,Fee,Posted,3CB8F227999F,POOL-E,,,,,UNMATCHED,26351.04,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000297,Laura Haney,2025-07-02,38614.68,31144.14,Principal,Posted,4764F6D46501,POOL-B,,,,,UNMATCHED,31144.14,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000298,William Barrett,2025-10-06,11183.14,11183.14,Principal,Posted,134213310819,POOL-B,,,,,UNMATCHED,11183.14,UNMATCHED,DUPLICATE,High,Review for potential double-posting; reverse if confirmed
LN-000299,Keith Jennings,2025-04-14,31333.08,31333.08,Principal,Posted,9FAF6DD8F5B5,POOL-F,,,,,UNMATCHED,31333.08,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000300,Amber Obrien,2025-06-07,4724.7,4724.7,Interest,Posted,881008A58E81,POOL-D,,,,,UNMATCHED,4724.7,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000301,Tanner Mitchell Dds,2025-09-25,3058.25,3058.25,Interest,Posted,DD1ED3B9CF9B,POOL-C,,,,,UNMATCHED,3058.25,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000306,Kevin Oconnor,2025-08-08,48804.68,48804.68,Escrow,Posted,4075040DAF6C,POOL-A,,,,,UNMATCHED,48804.68,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000309,Kiara Mcintyre,2025-12-24,39861.72,39861.72,Fee,Pending,39003D676909,POOL-A,,,,,UNMATCHED,39861.72,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000310,Dawn Summers,2026-02-16,13906.2,13906.2,Escrow,Reversed,7E03CD2A83DA,POOL-E,,,,,UNMATCHED,13906.2,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000314,Tracy Ballard,2025-08-13,48151.1,48151.1,Fee,Posted,A8BF4C07E454,POOL-C,,,,,UNMATCHED,48151.1,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000315,Richard Smith,2025-07-04,41881.02,41881.02,Principal,Posted,7705730E038A,POOL-A,,,,,UNMATCHED,41881.02,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000316,Jordan Chambers,2025-04-13,34950.72,34950.72,Interest,Posted,A1B81D3B2535,POOL-D,,,,,UNMATCHED,34950.72,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000319,Stephen Hoffman,2025-04-15,8243.63,0.0,Escrow,Posted,342F9FBDE582,POOL-F,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000320,Connie Brown,2025-08-22,12887.02,12887.02,Fee,Posted,1858457E7B90,POOL-F,,,,,UNMATCHED,12887.02,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000321,Susan Turner,2025-04-13,27686.72,27686.72,Interest,Posted,BEF424F8D0D2,POOL-E,,,,,UNMATCHED,27686.72,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000322,Charles Shah,2025-04-09,35872.5,35872.5,Principal,Posted,9903F838EC3F,POOL-D,,,,,UNMATCHED,35872.5,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000323,Johnathan Davis,2026-01-08,33179.77,33179.77,Principal,Posted,A9CF8D4B9B92,POOL-A,,,,,UNMATCHED,33179.77,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000325,Natalie Bautista,2025-11-27,47765.83,47765.83,Principal,Posted,0CD9E18F3E40,POOL-D,,,,,UNMATCHED,47765.83,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000326,Patrick Moore,2025-12-11,37025.9,37025.9,Principal,Posted,AF51CFECCCB2,POOL-D,,,,,UNMATCHED,37025.9,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000327,Brett Burns,2025-06-03,27940.53,27940.53,Fee,Reversed,8114DD834700,POOL-D,REM-001023,2025-06-07,27940.53,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-000329,Jeremy Sampson,2025-11-30,21270.2,21270.2,Principal,Posted,2C478B7F5AF8,POOL-E,,,,,UNMATCHED,21270.2,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000332,Colton Martinez,2025-04-19,38013.38,38013.38,Escrow,Reversed,F97780BC831D,POOL-C,,,,,UNMATCHED,38013.38,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000333,Jordan Bates,2026-01-13,1212.48,1018.68,Fee,Posted,78C1E2A4A93D,POOL-A,,,,,UNMATCHED,1018.68,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000343,Anthony Harmon,2025-04-04,9073.49,9073.49,Fee,Posted,3292EF321CE6,POOL-E,,,,,UNMATCHED,9073.49,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000344,Nichole Alvarez,2026-01-26,21975.66,21975.66,Escrow,Pending,8D1BAA73B9F3,POOL-A,,,,,UNMATCHED,21975.66,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000347,Sharon Boyd,2026-02-14,31937.14,31937.14,Principal,Posted,225E4277D846,POOL-E,,,,,UNMATCHED,31937.14,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000349,James Parks,2025-12-29,19043.32,19043.32,Fee,Reversed,2F370E2A737C,POOL-E,REM-001495,2026-01-02,19043.32,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-000350,Theodore Jones Jr.,2025-12-07,31480.07,31480.07,Interest,Posted,9DA6EC68CC76,POOL-D,,,,,UNMATCHED,31480.07,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000351,Ana Hill,2025-08-23,25405.24,25405.24,Principal,Posted,C8BD889B15CB,POOL-D,,,,,UNMATCHED,25405.24,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000352,Kimberly Nguyen,2025-07-26,42896.25,42896.25,Fee,Posted,872C9C26168C,POOL-D,,,,,UNMATCHED,42896.25,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000354,Michael Farrell,2026-02-20,8565.25,8565.25,Principal,Pending,C93179B78E9B,POOL-E,,,,,UNMATCHED,8565.25,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000355,Patricia Le,2025-08-22,3993.15,0.0,Fee,Posted,842A9B369D7D,POOL-E,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000356,Jesse Perez,2025-07-15,32299.75,32299.75,Principal,Posted,678C6BAA3FFD,POOL-A,REM-000961,2025-07-18,36161.68,,FUZZY,-3861.9300000000003,PARTIAL,SHORT_PAY,High,Contact borrower for remaining balance
LN-000359,Christian Leblanc,2025-05-21,47041.4,37328.97,Interest,Reversed,FBA407A7FE2C,POOL-B,REM-002192,2025-05-21,37328.97,TRU-001,EXACT,0.0,REVERSED,OTHER,Low,Manual review required
LN-000361,Parker Cain,2026-02-08,19714.41,19714.41,Interest,Pending,8C8C4483D77A,POOL-B,,,,,UNMATCHED,19714.41,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000362,Laurie Hoffman,2025-08-15,32342.77,32342.77,Fee,Pending,5FC8414F2BCF,POOL-D,,,,,UNMATCHED,32342.77,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000366,Kenneth Lewis,2025-03-19,19612.08,19612.08,Interest,Posted,3EDF2787E196,POOL-B,,,,,UNMATCHED,19612.08,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000367,Courtney Rodriguez,2025-11-04,48078.93,48078.93,Interest,Posted,F38EBF08D988,POOL-F,,,,,UNMATCHED,48078.93,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000368,Holly Farmer,2026-01-27,45314.86,45314.86,Interest,Posted,C7264D09BD3E,POOL-A,,,,,UNMATCHED,45314.86,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000369,Renee Bruce,2025-12-28,10191.66,10191.66,Principal,Posted,9326077832B8,POOL-A,,,,,UNMATCHED,10191.66,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000371,Allison Hickman,2025-04-21,5488.51,5488.51,Interest,Posted,9EF8FDBEDF87,POOL-D,,,,,UNMATCHED,5488.51,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000372,Debra White,2025-12-15,1401.98,1401.98,Principal,Posted,B938D1F00FE2,POOL-A,,,,,UNMATCHED,1401.98,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000377,Glen Wood,2025-09-09,42321.33,42321.33,Interest,Pending,A880CE6BF299,POOL-F,,,,,UNMATCHED,42321.33,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000380,Megan Nelson,2025-09-20,14451.81,14451.81,Principal,Posted,9EC2D21E67B8,POOL-C,,,,,UNMATCHED,14451.81,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000382,Paul Wilson,2025-06-03,34988.49,34988.49,Escrow,Posted,CA1EF4891E56,POOL-A,,,,,UNMATCHED,34988.49,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000383,Douglas Gregory,2025-10-25,31632.67,31632.67,Fee,Posted,D212DADF1BC5,POOL-E,,,,,UNMATCHED,31632.67,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000384,Mr. Andrew Foster,2025-12-18,43934.86,32547.76,Principal,Posted,3ED8538E4511,POOL-F,,,,,UNMATCHED,32547.76,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000387,Adam Burgess,2026-01-22,14460.71,14460.71,Fee,Reversed,924D974596E1,POOL-C,,,,,UNMATCHED,14460.71,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000388,James Padilla,2026-02-12,9283.26,9283.26,Escrow,Posted,A0EF2F9CC945,POOL-F,,,,,UNMATCHED,9283.26,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000394,Robert Montgomery,2026-02-17,38932.44,38932.44,Escrow,Pending,EBA125CE73E7,POOL-C,,,,,UNMATCHED,38932.44,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000395,Tamara Davis,2025-05-07,17369.78,17369.78,Principal,Posted,AD2261BBB1EC,POOL-C,,,,,UNMATCHED,17369.78,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000403,Mary Thompson,2025-08-06,25509.99,23475.96,Fee,Posted,CCA57CD0A0CE,POOL-A,,,,,UNMATCHED,23475.96,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000409,Anthony Romero,2026-02-02,45316.41,45316.41,Principal,Posted,67CD14D2CCB7,POOL-B,,,,,UNMATCHED,45316.41,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000411,Angela Lin,2025-11-28,16306.03,16306.03,Fee,Posted,7EB7995CA4A9,POOL-B,,,,,UNMATCHED,16306.03,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000412,Lisa Hunter,2025-11-20,47528.07,59267.04,Interest,Posted,2AFD3F4985BA,POOL-B,,,,,UNMATCHED,59267.04,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000414,Joanna Pacheco,2025-04-10,28885.18,28885.18,Principal,Posted,DDC5D5BD6EF2,POOL-C,,,,,UNMATCHED,28885.18,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000415,Erica Alvarez,2025-05-01,31775.94,31775.94,Escrow,Pending,3F0879DF0B4E,POOL-A,,,,,UNMATCHED,31775.94,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000416,Antonio Garcia,2026-02-02,22698.05,22698.05,Principal,Pending,14423976095D,POOL-E,,,,,UNMATCHED,22698.05,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000417,Gwendolyn Klein,2025-10-17,15013.93,15013.93,Principal,Posted,9CFC0B7CA862,POOL-D,,,,,UNMATCHED,15013.93,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000421,George Harper,2025-09-01,39683.16,39683.16,Escrow,Posted,EC07B3E6B0FD,POOL-F,,,,,UNMATCHED,39683.16,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000422,Maria Jones,2025-05-20,39586.1,39586.1,Interest,Pending,1A089335A229,POOL-A,,,,,UNMATCHED,39586.1,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000423,Michael Mitchell,2026-02-04,5014.7,5014.7,Escrow,Posted,C153D0F21136,POOL-F,,,,,UNMATCHED,5014.7,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000424,Mary Escobar,2025-07-27,24973.81,24973.81,Principal,Posted,73AA671A51BF,POOL-E,,,,,UNMATCHED,24973.81,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000426,Gregory Ponce,2025-10-27,27701.68,27701.68,Interest,Pending,6867926A6923,POOL-B,,,,,UNMATCHED,27701.68,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000427,Jenna Larson,2025-12-22,22355.76,22355.76,Principal,Posted,584089F0DEF4,POOL-A,,,,,UNMATCHED,22355.76,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000430,Nancy Jennings,2025-12-27,6294.82,6294.82,Principal,Posted,345E92D7789C,POOL-F,,,,,UNMATCHED,6294.82,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000431,Maria Henderson,2025-03-19,7578.09,7578.09,Principal,Posted,8CC9EF0CBF0C,POOL-B,,,,,UNMATCHED,7578.09,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000433,Travis Tucker,2025-04-22,31101.79,28659.49,Principal,Pending,753BFB0AE3AC,POOL-D,,,,,UNMATCHED,28659.49,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000434,Chad Jones,2026-03-03,5505.57,5505.57,Interest,Posted,920AA5AFA65B,POOL-A,,,,,UNMATCHED,5505.57,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
