loan_id,borrower_name,payment_date,scheduled_payment_amount,actual_payment_amount,payment_type,payment_status,bank_reference_id,pool_id
LN-000253,Tanya Kim,2025-10-09,42631.27,42631.27,Interest,Posted,8F744AE86C9E,POOL-F
LN-000254,Barbara Dudley,2025-06-20,16187.64,16187.64,Interest,Posted,EFEE42A79158,POOL-A
LN-000255,Cynthia Moore,2025-05-02,8889.89,8889.89,Principal,Posted,7E7F5789A4BE,POOL-F
LN-000256,Kristen Davis,2025-05-03,28061.66,28061.66,Escrow,Pending,3F4AC992BA6C,POOL-D
LN-000257,Susan Murray Md,2026-02-15,46839.66,46839.66,Principal,Pending,9FA4833E0C98,POOL-C
LN-000258,Kathleen Moran,2025-10-21,34953.47,34953.47,Escrow,Reversed,738E3BAA27EC,POOL-D
LN-000259,Denise Davenport,2025-09-12,28718.03,28718.03,Interest,Pending,8CB3799127C5,POOL-E
LN-000260,Mrs. Kristen Reyes,2025-10-17,5310.24,0.0,Fee,Posted,49EAB8DA8C17,POOL-D
LN-000261,Katie Suarez,2025-10-11,30942.86,18847.49,Escrow,Posted,B08F13207423,POOL-B
LN-000262,Desiree Tyler,2025-11-09,49507.67,0.0,Interest,Pending,4CC34DB16E32,POOL-F
LN-000263,Timothy Romero,2025-04-11,7434.16,7434.16,Interest,Pending,7C5E2A0DBBB9,POOL-F
LN-000264,Diane Evans,2026-02-22,26157.32,26157.32,Escrow,Pending,641A0E7110C4,POOL-B
LN-000265,Yvonne Burns,2026-02-12,43929.97,0.0,Fee,Posted,ED3CA78AF12C,POOL-F
LN-000266,Joshua Reed,2026-02-08,37168.05,37168.05,Interest,Posted,AAC996E74CE2,POOL-D
LN-000267,Kimberly Gibson,2025-05-04,35002.28,35002.28,Escrow,Pending,6771DDCEA177,POOL-E
LN-000268,Colin Terry,2025-04-15,35272.96,35272.96,Fee,Posted,1944639DC88B,POOL-A
LN-000269,Cynthia Rowe,2025-10-07,18294.81,18294.81,Fee,Reversed,A8ED73646B39,POOL-B
LN-000270,Patrick Thornton,2025-09-04,15032.8,15032.8,Interest,Posted,4CC7E90D81DF,POOL-D
LN-000271,Jasmin Alvarado,2025-05-09,40563.38,31926.42,Principal,Posted,656432EDE328,POOL-D
LN-000272,Veronica Simpson,2025-07-20,40600.61,40600.61,Principal,Posted,E7E353891A96,POOL-D
LN-000273,Jonathan Lawrence,2025-06-21,43420.08,43420.08,Interest,Pending,08D98FA21549,POOL-A
LN-000274,Shelly Alexander,2025-06-20,45705.41,45705.41,Fee,Posted,4E59FD2697F5,POOL-C
LN-000275,Joyce Bowen,2025-12-14,25811.45,25811.45,Interest,Posted,5E719080985B,POOL-F
LN-000276,Matthew Moore,2025-10-30,25325.06,25325.06,Escrow,Reversed,4DA49728DFC0,POOL-F
LN-000277,Wayne Morgan,2025-05-25,40015.61,21812.07,Principal,Posted,FD6B81AF5AF9,POOL-E
LN-000278,Marie Christian,2025-10-17,32673.21,32673.21,Escrow,Pending,A0FF841DA5DE,POOL-C
LN-000279,Shannon James,2025-06-16,35247.36,35247.36,Interest,Posted,6BFD51FD3275,POOL-F
LN-000280,Nathan Malone,2025-08-04,39891.74,39891.74,Interest,Pending,CE718C81670F,POOL-E
LN-000281,Amanda Jones,2025-11-06,44555.26,54773.54,Fee,Posted,F1E8375793BD,POOL-E
LN-000282,Tammie Bright,2025-07-20,17230.76,17230.76,Fee,Reversed,6C81C6BD135E,POOL-D
LN-000283,Jessica Garcia,2025-04-22,19091.36,19091.36,Fee,Reversed,4407ADA378EA,POOL-B
LN-000284,Shelia Wallace,2025-10-27,5152.11,5152.11,Escrow,Posted,EE6536B8E4FF,POOL-D
LN-000285,Stephanie Williams,2025-12-21,29124.87,29124.87,Fee,Posted,3D0DD3E7524E,POOL-A
LN-000286,Elaine Brooks,2025-05-04,2279.14,2279.14,Interest,Posted,7229D83AE91F,POOL-F
LN-000287,Joseph Knight,2025-04-09,23547.1,23547.1,Fee,Posted,39E1FF703DC8,POOL-E
LN-000288,Carolyn Miller,2026-02-11,27360.91,27360.91,Principal,Pending,9DF76303B846,POOL-B
LN-000289,Lisa Allen,2025-12-16,14683.79,14683.79,Fee,Posted,A2A5A051EEBA,POOL-F
LN-000290,Briana Murray,2025-03-22,29746.25,29746.25,Escrow,Posted,BD09ECF08660,POOL-E
LN-000291,David Smith,2025-05-01,2009.76,2009.76,Principal,Posted,249E719C0FBC,POOL-E
LN-000292,Stephanie Byrd,2025-07-14,2348.74,2348.74,Principal,Pending,85A96FC6CC32,POOL-D
LN-000293,Jeremy Reed,2025-06-08,41218.73,41218.73,Principal,Reversed,076D4B994A0C,POOL-B
LN-000294,Margaret Coleman,2025-10-09,18329.44,18329.44,Escrow,Posted,AADA9449D820,POOL-B
LN-000295,Ryan Gonzalez,2025-11-18,6789.5,6789.5,Interest,Posted,B2C3119B5C1D,POOL-F
LN-000296,John Young,2025-11-16,26351.04,26351.04,Fee,Posted,3CB8F227999F,POOL-E
LN-000297,Laura Haney,2025-07-02,38614.68,31144.14,Principal,Posted,4764F6D46501,POOL-B
LN-000298,William Barrett,2025-10-06,11183.14,11183.14,Principal,Posted,134213310819,POOL-B
LN-000299,Keith Jennings,2025-04-14,31333.08,31333.08,Principal,Posted,9FAF6DD8F5B5,POOL-F
LN-000300,Amber Obrien,2025-06-07,4724.7,4724.7,Interest,Posted,881008A58E81,POOL-D
LN-000301,Tanner Mitchell Dds,2025-09-25,3058.25,3058.25,Interest,Posted,DD1ED3B9CF9B,POOL-C
LN-000302,Heather Fields,2025-03-16,26802.05,26802.05,Escrow,Posted,AA4B213A0F07,POOL-A
LN-000303,Megan Le,2025-09-30,27261.44,27261.44,Interest,Posted,94E0C733D9AA,POOL-C
LN-000304,Sara Fuller,2025-07-28,32052.78,32052.78,Fee,Posted,CC20FE6D8AB6,POOL-B
LN-000305,Maria Parker,2025-11-02,36441.52,36441.52,Escrow,Pending,8765F98F3D7C,POOL-E
LN-000306,Kevin Oconnor,2025-08-08,48804.68,48804.68,Escrow,Posted,4075040DAF6C,POOL-A
LN-000307,Edward Burgess,2025-10-17,26056.87,26056.87,Fee,Posted,684B428D97AA,POOL-A
LN-000308,Carlos Ryan,2026-03-06,16486.35,16486.35,Fee,Posted,7816B84E0C05,POOL-E
LN-000309,Kiara Mcintyre,2025-12-24,39861.72,39861.72,Fee,Pending,39003D676909,POOL-A
LN-000310,Dawn Summers,2026-02-16,13906.2,13906.2,Escrow,Reversed,7E03CD2A83DA,POOL-E
LN-000311,Dr. Paul Morgan,2025-11-19,22229.09,22229.09,Escrow,Posted,AC8803C93B46,POOL-A
LN-000312,Victor Taylor,2025-06-02,4383.59,4383.59,Escrow,Posted,8F228E738E5A,POOL-F
LN-000313,Shannon Ramsey,2025-06-20,1754.86,1754.86,Fee,Posted,150E92C46D8A,POOL-F
LN-000314,Tracy Ballard,2025-08-13,48151.1,48151.1,Fee,Posted,A8BF4C07E454,POOL-C
LN-000315,Richard Smith,2025-07-04,41881.02,41881.02,Principal,Posted,7705730E038A,POOL-A
LN-000316,Jordan Chambers,2025-04-13,34950.72,34950.72,Interest,Posted,A1B81D3B2535,POOL-D
LN-000317,Lauren Carson,2026-01-05,20743.17,20743.17,Principal,Posted,F91F77B58737,POOL-E
LN-000318,Ashley Hall,2025-12-17,9078.07,4560.2,Fee,Posted,882ED5AAFDAE,POOL-A
LN-000319,Stephen Hoffman,2025-04-15,8243.63,0.0,Escrow,Posted,342F9FBDE582,POOL-F
LN-000320,Connie Brown,2025-08-22,12887.02,12887.02,Fee,Posted,1858457E7B90,POOL-F
LN-000321,Susan Turner,2025-04-13,27686.72,27686.72,Interest,Posted,BEF424F8D0D2,POOL-E
LN-000322,Charles Shah,2025-04-09,35872.5,35872.5,Principal,Posted,9903F838EC3F,POOL-D
LN-000323,Johnathan Davis,2026-01-08,33179.77,33179.77,Principal,Posted,A9CF8D4B9B92,POOL-A
LN-000324,Brandy Chavez,2025-11-14,14356.73,14356.73,Escrow,Pending,B2B20180B7DD,POOL-A
LN-000325,Natalie Bautista,2025-11-27,47765.83,47765.83,Principal,Posted,0CD9E18F3E40,POOL-D
LN-000326,Patrick Moore,2025-12-11,37025.9,37025.9,Principal,Posted,AF51CFECCCB2,POOL-D
LN-000327,Brett Burns,2025-06-03,27940.53,27940.53,Fee,Reversed,8114DD834700,POOL-D
LN-000328,Trevor Johnson,2025-04-13,30780.18,21026.2,Principal,Posted,6C538B4B0D74,POOL-F
LN-000329,Jeremy Sampson,2025-11-30,21270.2,21270.2,Principal,Posted,2C478B7F5AF8,POOL-E
LN-000330,Ariana Jennings,2025-04-25,12762.68,14924.19,Principal,Posted,909373DC0DF7,POOL-D
LN-000331,Vanessa Howard,2025-06-18,18120.65,18120.65,Escrow,Pending,4A1EAFE6E5D3,POOL-E
LN-000332,Colton Martinez,2025-04-19,38013.38,38013.38,Escrow,Reversed,F97780BC831D,POOL-C
LN-000333,Jordan Bates,2026-01-13,1212.48,1018.68,Fee,Posted,78C1E2A4A93D,POOL-A
LN-000334,Linda Smith,2025-04-18,6245.6,6245.6,Principal,Posted,0458866CBB33,POOL-A
LN-000335,Dana Martinez,2026-02-23,2777.13,2777.13,Escrow,Posted,5D5FAB9C937B,POOL-B
LN-000336,Andrea Hubbard,2025-07-13,2516.08,2516.08,Escrow,Posted,25D062C1C769,POOL-C
LN-000337,Daniel Kane,2025-10-07,42845.3,42845.3,Fee,Posted,63286B18B11C,POOL-D
LN-000338,Charles Lester,2025-05-15,35331.06,39934.41,Interest,Posted,B5BBBE60A6E3,POOL-D
LN-000339,Scott Thomas,2025-12-31,23971.6,23971.6,Principal,Posted,6E0F10EB2291,POOL-F
LN-000340,David Thompson,2025-07-19,5342.79,5342.79,Escrow,Pending,83A36E24504D,POOL-C
LN-000341,Allison Smith,2026-01-05,24834.99,24834.99,Fee,Posted,64D34099AE3D,POOL-D
LN-000342,Cynthia Morris,2026-01-13,23936.85,23936.85,Fee,Posted,BA056085529E,POOL-B
LN-000343,Anthony Harmon,2025-04-04,9073.49,9073.49,Fee,Posted,3292EF321CE6,POOL-E
LN-000344,Nichole Alvarez,2026-01-26,21975.66,21975.66,Escrow,Pending,8D1BAA73B9F3,POOL-A
LN-000345,Kayla Rodriguez,2025-04-25,20225.98,20225.98,Principal,Posted,108D88CE34E7,POOL-C
LN-000346,Theresa Williams,2025-10-15,30984.58,30984.58,Interest,Posted,A73A068CDD2A,POOL-A
LN-000347,Sharon Boyd,2026-02-14,31937.14,31937.14,Principal,Posted,225E4277D846,POOL-E
LN-000348,Victor Brown,2026-01-07,2742.55,2742.55,Fee,Posted,A1BBEDE478C1,POOL-C
LN-000349,James Parks,2025-12-29,19043.32,19043.32,Fee,Reversed,2F370E2A737C,POOL-E
LN-000350,Theodore Jones Jr.,2025-12-07,31480.07,31480.07,Interest,Posted,9DA6EC68CC76,POOL-D
LN-000351,Ana Hill,2025-08-23,25405.24,25405.24,Principal,Posted,C8BD889B15CB,POOL-D
LN-000352,Kimberly Nguyen,2025-07-26,42896.25,42896.25,Fee,Posted,872C9C26168C,POOL-D
LN-000353,Kerry Chavez Dds,2025-06-27,33105.33,33105.33,Fee,Posted,25ED88DC07F4,POOL-E
LN-000354,Michael Farrell,2026-02-20,8565.25,8565.25,Principal,Pending,C93179B78E9B,POOL-E
LN-000355,Patricia Le,2025-08-22,3993.15,0.0,Fee,Posted,842A9B369D7D,POOL-E
LN-000356,Jesse Perez,2025-07-15,32299.75,32299.75,Principal,Posted,678C6BAA3FFD,POOL-A
LN-000357,Jesse Perry,2025-07-28,1812.31,1812.31,Fee,Posted,6A8F7812A117,POOL-E
LN-000358,Jeffery Ortega,2025-10-03,29495.89,26799.13,Principal,Posted,74BEBD56D020,POOL-D
LN-000359,Christian Leblanc,2025-05-21,47041.4,37328.97,Interest,Reversed,FBA407A7FE2C,POOL-B
LN-000360,Ronald Davis,2026-02-21,28985.97,28985.97,Fee,Posted,7B8D91CEBA58,POOL-E
LN-000361,Parker Cain,2026-02-08,19714.41,19714.41,Interest,Pending,8C8C4483D77A,POOL-B
LN-000362,Laurie Hoffman,2025-08-15,32342.77,32342.77,Fee,Pending,5FC8414F2BCF,POOL-D
LN-000363,Bryan Gomez,2025-11-04,23183.52,23183.52,Fee,Posted,25E1D4C01A6E,POOL-E
LN-000364,Nicole Parrish,2025-08-23,27508.03,27508.03,Escrow,Posted,A21CA2E712FD,POOL-A
LN-000365,Tracy Burke,2025-04-21,47102.51,47102.51,Principal,Posted,4209BBBD2C7A,POOL-A
LN-000366,Kenneth Lewis,2025-03-19,19612.08,19612.08,Interest,Posted,3EDF2787E196,POOL-B
LN-000367,Courtney Rodriguez,2025-11-04,48078.93,48078.93,Interest,Posted,F38EBF08D988,POOL-F
LN-000368,Holly Farmer,2026-01-27,45314.86,45314.86,Interest,Posted,C7264D09BD3E,POOL-A
LN-000369,Renee Bruce,2025-12-28,10191.66,10191.66,Principal,Posted,9326077832B8,POOL-A
LN-000370,Sabrina Austin,2025-05-05,3933.38,3933.38,Escrow,Posted,B1EF6EDF7701,POOL-A
LN-000371,Allison Hickman,2025-04-21,5488.51,5488.51,Interest,Posted,9EF8FDBEDF87,POOL-D
LN-000372,Debra White,2025-12-15,1401.98,1401.98,Principal,Posted,B938D1F00FE2,POOL-A
LN-000373,Ellen Morgan,2025-07-02,5174.93,5174.93,Fee,Posted,04DAFDA6BC13,POOL-C
LN-000374,Sergio Knight,2025-11-29,34308.84,34308.84,Interest,Posted,51A8EAFB454D,POOL-E
LN-000375,Charles Schultz,2025-07-28,4023.84,4023.84,Interest,Pending,A1153ED6D7F8,POOL-A
LN-000376,Paul Lewis,2025-05-21,16289.29,16289.29,Escrow,Posted,4FA910D852E5,POOL-F
LN-000377,Glen Wood,2025-09-09,42321.33,42321.33,Interest,Pending,A880CE6BF299,POOL-F
LN-000378,Paula Bradley,2025-04-19,1651.96,1651.96,Interest,Posted,ED0F4DA605A1,POOL-A
LN-000379,Anthony Moore,2025-07-18,40816.19,40816.19,Fee,Posted,5B41D9B52B78,POOL-A
LN-000380,Megan Nelson,2025-09-20,14451.81,14451.81,Principal,Posted,9EC2D21E67B8,POOL-C
LN-000381,Karla Ramos,2025-08-07,6349.16,6349.16,Principal,Posted,CB23B594ACD8,POOL-A
LN-000382,Paul Wilson,2025-06-03,34988.49,34988.49,Escrow,Posted,CA1EF4891E56,POOL-A
LN-000383,Douglas Gregory,2025-10-25,31632.67,31632.67,Fee,Posted,D212DADF1BC5,POOL-E
LN-000384,Mr. Andrew Foster,2025-12-18,43934.86,32547.76,Principal,Posted,3ED8538E4511,POOL-F
LN-000385,Aimee Turner,2026-03-10,36886.02,0.0,Fee,Posted,E563AD8EA4E5,POOL-C
LN-000386,Chad Scott,2025-08-16,40272.31,40272.31,Principal,Posted,4F6AC9D6ADB3,POOL-F
LN-000387,Adam Burgess,2026-01-22,14460.71,14460.71,Fee,Reversed,924D974596E1,POOL-C
LN-000388,James Padilla,2026-02-12,9283.26,9283.26,Escrow,Posted,A0EF2F9CC945,POOL-F
LN-000389,Sandra Drake,2025-12-10,37655.43,37655.43,Interest,Posted,F9CE18026225,POOL-A
LN-000390,Scott Williams,2025-03-19,40438.32,40438.32,Escrow,Posted,30A2B34B3077,POOL-F
LN-000391,Thomas Atkins,2026-02-19,49530.0,49530.0,Principal,Pending,5F2484128AB6,POOL-F
LN-000392,Laura Mckinney,2025-12-23,20924.58,20924.58,Escrow,Pending,2511DE6690C9,POOL-C
LN-000393,Brian Smith,2025-08-15,18914.9,18914.9,Interest,Posted,5B151AB8AA8D,POOL-B
LN-000394,Robert Montgomery,2026-02-17,38932.44,38932.44,Escrow,Pending,EBA125CE73E7,POOL-C
LN-000395,Tamara Davis,2025-05-07,17369.78,17369.78,Principal,Posted,AD2261BBB1EC,POOL-C
LN-000396,Dana Chapman,2025-05-22,46572.49,46572.49,Principal,Posted,E11C0FE8C9C0,POOL-C
LN-000397,Jennifer Collins,2025-07-28,42991.43,42991.43,Escrow,Pending,C87874E86FED,POOL-D
LN-000398,Gary Jackson,2025-05-13,21735.2,21735.2,Interest,Pending,A5D58E1B693E,POOL-D
LN-000399,Ashley Hicks,2025-05-08,37668.12,37668.12,Escrow,Posted,C5A67A70E551,POOL-D
LN-000400,Hannah Luna,2025-12-23,37849.87,34479.47,Interest,Pending,101D1E2C6A6F,POOL-C
LN-000401,Robin Young,2025-06-02,5604.63,3856.26,Fee,Posted,BF889FA7EACD,POOL-B
LN-000402,Craig Morrison,2025-08-01,45176.37,45176.37,Interest,Pending,E3ADA85E9662,POOL-C
LN-000403,Mary Thompson,2025-08-06,25509.99,23475.96,Fee,Posted,CCA57CD0A0CE,POOL-A
LN-000404,Kathleen Webster,2026-01-18,41409.64,41409.64,Escrow,Posted,FBBEB126405F,POOL-B
LN-000405,Joann Glass,2025-06-30,16342.46,16342.46,Interest,Posted,ECAEC1807061,POOL-D
LN-000406,Madison Weber,2025-09-06,44828.4,42529.93,Fee,Posted,E39FCE14400D,POOL-F
LN-000407,Lori Hernandez,2025-06-27,19765.48,19765.48,Fee,Posted,374B54CBBD9B,POOL-F
LN-000408,Jeremy Turner,2026-03-01,1036.46,1036.46,Fee,Posted,EEB2BA1291C2,POOL-E
LN-000409,Anthony Romero,2026-02-02,45316.41,45316.41,Principal,Posted,67CD14D2CCB7,POOL-B
LN-000410,Jesse Brown,2025-07-28,5018.69,5018.69,Escrow,Posted,B778D0461D9A,POOL-D
LN-000411,Angela Lin,2025-11-28,16306.03,16306.03,Fee,Posted,7EB7995CA4A9,POOL-B
LN-000412,Lisa Hunter,2025-11-20,47528.07,59267.04,Interest,Posted,2AFD3F4985BA,POOL-B
LN-000413,Julian Conner,2025-07-21,47555.05,47555.05,Fee,Posted,68E483C7BAEE,POOL-F
LN-000414,Joanna Pacheco,2025-04-10,28885.18,28885.18,Principal,Posted,DDC5D5BD6EF2,POOL-C
LN-000415,Erica Alvarez,2025-05-01,31775.94,31775.94,Escrow,Pending,3F0879DF0B4E,POOL-A
LN-000416,Antonio Garcia,2026-02-02,22698.05,22698.05,Principal,Pending,14423976095D,POOL-E
LN-000417,Gwendolyn Klein,2025-10-17,15013.93,15013.93,Principal,Posted,9CFC0B7CA862,POOL-D
LN-000418,Carrie Wright,2025-08-03,16768.89,16768.89,Principal,Posted,65B367B49D16,POOL-B
LN-000419,Jeffrey Mills,2025-04-06,33789.66,33789.66,Interest,Posted,4DA50B85C8F6,POOL-E
LN-000420,Jake Campbell,2025-03-16,37742.54,37742.54,Escrow,Posted,89ED76469089,POOL-B
LN-000421,George Harper,2025-09-01,39683.16,39683.16,Escrow,Posted,EC07B3E6B0FD,POOL-F
LN-000422,Maria Jones,2025-05-20,39586.1,39586.1,Interest,Pending,1A089335A229,POOL-A
LN-000423,Michael Mitchell,2026-02-04,5014.7,5014.7,Escrow,Posted,C153D0F21136,POOL-F
LN-000424,Mary Escobar,2025-07-27,24973.81,24973.81,Principal,Posted,73AA671A51BF,POOL-E
LN-000425,Felicia Aguilar,2025-06-05,3349.16,3349.16,Escrow,Posted,D4CA992D6193,POOL-D
LN-000426,Gregory Ponce,2025-10-27,27701.68,27701.68,Interest,Pending,6867926A6923,POOL-B
LN-000427,Jenna Larson,2025-12-22,22355.76,22355.76,Principal,Posted,584089F0DEF4,POOL-A
LN-000428,Emily Bennett,2026-03-11,44441.36,44441.36,Interest,Posted,05204C203DFA,POOL-F
LN-000429,Robin Santiago,2025-10-19,17870.29,17870.29,Fee,Posted,E7EED00FCEDB,POOL-E
LN-000430,Nancy Jennings,2025-12-27,6294.82,6294.82,Principal,Posted,345E92D7789C,POOL-F
LN-000431,Maria Henderson,2025-03-19,7578.09,7578.09,Principal,Posted,8CC9EF0CBF0C,POOL-B
LN-000432,Jack White,2025-05-11,38194.78,38194.78,Escrow,Posted,7F5DBC2CC0CD,POOL-B
LN-000433,Travis Tucker,2025-04-22,31101.79,28659.49,Principal,Pending,753BFB0AE3AC,POOL-D
LN-000434,Chad Jones,2026-03-03,5505.57,5505.57,Interest,Posted,920AA5AFA65B,POOL-A
LN-000435,Ashley Wise,2025-05-30,4663.29,4663.29,Escrow,Posted,7D10534E61CC,POOL-C
LN-000436,Sophia Johnson,2025-12-19,35197.97,35197.97,Fee,Posted,5B0E8C19AC79,POOL-F
LN-000437,Ralph Anderson,2025-04-02,4101.77,4101.77,Interest,Posted,488C88E79769,POOL-B
LN-000438,Christopher Guerra,2025-09-20,41182.07,41182.07,Fee,Posted,FDDBF1C9342F,POOL-E
LN-000439,Rhonda Martin,2026-01-07,35458.99,35458.99,Fee,Posted,C698E4131454,POOL-F
LN-000440,Jason Rhodes,2025-12-22,4526.76,5745.3,Fee,Posted,4480C7F3FE17,POOL-D
LN-000441,Jeremy Mitchell,2025-05-29,4699.47,4699.47,Principal,Pending,7F44DC1D372B,POOL-D
LN-000442,Joann Ferguson,2025-10-21,49338.66,49338.66,Interest,Posted,51E15ED2B2AA,POOL-B
LN-000443,Robert Harrison,2025-05-19,19026.4,19026.4,Interest,Posted,6D440091EE77,POOL-B
LN-000444,Holly Valentine,2025-04-05,18846.79,18846.79,Principal,Pending,97C0A1D33C3F,POOL-B
LN-000445,Mrs. Diane Reyes,2025-08-19,40733.58,40733.58,Escrow,Posted,769E397EC36C,POOL-C
LN-000446,Tracy Montoya,2025-09-17,47388.8,30057.6,Fee,Posted,6606E14ED22D,POOL-B
LN-000447,Brenda Wright,2025-04-04,49307.05,49307.05,Interest,Posted,30FE4D7A4E96,POOL-F
LN-000448,Shelly Spencer,2025-09-14,37792.22,37792.22,Principal,Posted,2402218A8485,POOL-F
LN-000449,Ryan Rosales,2025-06-30,19124.85,19124.85,Fee,Pending,5F1D576B064E,POOL-A
LN-000450,Phillip Nelson,2026-02-27,4633.29,4633.29,Escrow,Posted,7BD9434B0B43,POOL-E
LN-000451,Brittany Kim,2025-07-20,38968.77,38968.77,Escrow,Posted,69C80A3441C2,POOL-B
LN-000452,Courtney Hayes,2026-02-19,28141.01,28141.01,Fee,Posted,4D0529153B32,POOL-F
LN-000453,Alexander Brown,2025-05-06,21498.99,21498.99,Escrow,Posted,B063ED93B920,POOL-F
LN-000454,Cynthia Vang,2025-09-12,45364.54,45364.54,Interest,Posted,B5E65C3D8CF9,POOL-F
LN-000455,Alfred Galvan,2025-12-26,6004.28,6004.28,Interest,Posted,097C159EC90A,POOL-C
LN-000456,Marie Moody,2025-10-09,24884.94,24884.94,Interest,Pending,ABD8340540CB,POOL-E
LN-000457,Dustin Gallegos,2026-01-26,1062.01,1062.01,Escrow,Reversed,C3A427203288,POOL-D
LN-000458,Brenda Thornton,2025-06-02,23698.7,23698.7,Interest,Posted,08C039344C7E,POOL-F
LN-000459,Aaron Miller,2025-07-14,3287.01,3287.01,Principal,Posted,B987A9E87B0A,POOL-B
LN-000460,Ruben Dunn,2025-06-06,6381.49,6381.49,Interest,Reversed,132332859871,POOL-F
LN-000461,Kelsey Rodriguez,2025-06-13,6317.55,6317.55,Interest,Posted,AAAA2E41DDC8,POOL-E
LN-000462,Eric Williams,2025-10-12,32635.91,32635.91,Escrow,Posted,91BE218A9F7F,POOL-D
LN-000463,Riley Bryant,2025-03-27,37429.22,37429.22,Interest,Posted,E175C6C63F68,POOL-C
LN-000464,Taylor Carlson,2025-06-14,29376.75,29376.75,Fee,Pending,5E92286AF10D,POOL-A
LN-000465,Jose Allen,2025-09-01,48127.54,48127.54,Principal,Pending,943F9E5A7D1A,POOL-B
LN-000466,Jeffrey Mendez,2025-10-11,19056.09,19056.09,Escrow,Posted,3675FEBD52B6,POOL-A
LN-000467,Jason Beck,2026-02-20,14642.75,14642.75,Principal,Posted,BA7CEB3C4561,POOL-C
LN-000468,William Jones,2025-07-20,43495.66,43495.66,Fee,Posted,6CE7BEFFEFA2,POOL-E
LN-000469,Katie Mcneil,2025-07-29,11567.99,11567.99,Escrow,Posted,4ED2A575527C,POOL-E
LN-000470,Jeanette Harrison,2025-06-04,48179.52,48179.52,Escrow,Posted,9E4E2469886A,POOL-C
LN-000471,Veronica King,2026-03-09,1101.65,1101.65,Interest,Pending,EEF459438FEC,POOL-F
LN-000472,Richard Cooper,2025-05-09,48509.0,48509.0,Principal,Posted,8CAAD838688C,POOL-C
LN-000473,Lori Ingram,2025-09-26,2636.42,2636.42,Fee,Pending,1F0C3EFCA82F,POOL-B
LN-000474,Evelyn Williams,2025-04-03,44611.58,44611.58,Fee,Posted,EE8B9EF5E56D,POOL-D
LN-000475,Robin Thompson,2025-11-10,26621.2,26621.2,Escrow,Posted,4CF13E5EE37A,POOL-A
LN-000476,Julie Dominguez,2025-07-06,49651.76,0.0,Interest,Posted,298DA194A48F,POOL-A
LN-000477,Robin Brown,2025-06-25,4152.93,4152.93,Escrow,Posted,9A78F2AE58D0,POOL-E
LN-000478,Judith Carter,2025-11-05,27915.79,25621.24,Escrow,Posted,20F2DB0C1134,POOL-F
LN-000479,Curtis Williams,2025-09-10,48480.48,48480.48,Escrow,Reversed,1629D9F75F45,POOL-E
LN-000480,Kaylee Hays,2025-08-18,26393.34,26393.34,Escrow,Pending,0252018B8CB7,POOL-B
LN-000481,Dawn Mullins,2025-07-09,31655.23,31655.23,Fee,Posted,BB5C6F987DE1,POOL-C
LN-000482,Howard Norman,2025-07-07,34939.56,34939.56,Fee,Posted,DC1412E25FD5,POOL-A
LN-000483,Evelyn Martinez,2025-03-27,22999.78,22999.78,Escrow,Reversed,89979E34CD21,POOL-B
LN-000484,Steve Paul,2026-02-15,31564.12,31564.12,Escrow,Posted,53313A7ED3A7,POOL-E
LN-000485,Jasmine Beltran,2025-06-21,29423.56,29423.56,Interest,Posted,718B277BEFA6,POOL-E
LN-000486,Jonathan Glass Md,2025-10-05,45107.32,45107.32,Escrow,Posted,2340339D90CA,POOL-A
LN-000487,Monica Miller,2025-08-30,2749.6,3082.69,Fee,Reversed,35A621F5CB9A,POOL-E
LN-000488,Samantha Gardner,2025-08-04,14407.68,14407.68,Principal,Posted,86FD5781CD6D,POOL-F
LN-000489,Bobby Guerrero,2025-04-19,47545.37,47545.37,Fee,Posted,03A751B640B8,POOL-E
LN-000490,Lance Simmons,2025-08-04,44568.06,44568.06,Interest,Reversed,F9DE1001EF0C,POOL-D
LN-000491,Heather Williams,2025-09-10,23055.01,23055.01,Fee,Posted,04356A673238,POOL-C
LN-000492,Heather Bolton,2026-02-06,31196.56,31196.56,Principal,Posted,1E489FF9C894,POOL-E
LN-000493,William Gould,2025-11-30,14230.37,14230.37,Escrow,Posted,03F82BA94FFA,POOL-D
LN-000494,Mark Cox,2025-10-05,9812.0,9812.0,Principal,Pending,AD86CE660DCF,POOL-B
LN-000495,Meghan Cisneros,2026-02-25,23453.07,0.0,Escrow,Posted,F20109456B75,POOL-E
LN-000496,Lawrence Harrington,2025-12-14,17990.94,17990.94,Escrow,Reversed,99FB5B53974E,POOL-F
LN-000497,Austin Osborne,2025-08-31,29390.98,29390.98,Fee,Posted,076796BBF400,POOL-B
LN-000498,James Bradley,2025-03-29,4347.86,4347.86,Fee,Posted,CDA320E86B1D,POOL-E
LN-000499,Meghan Rush,2025-05-13,48732.54,48732.54,Fee,Reversed,E4641D78CE9C,POOL-A
LN-000500,Phillip Berry,2025-07-26,49317.43,49317.43,Interest,Posted,918C49603090,POOL-D
LN-000501,Jennifer Banks,2025-06-14,35059.0,35059.0,Fee,Posted,4C7DC2DEB636,POOL-D
LN-000502,Brian Fitzgerald,2026-01-06,27036.77,27036.77,Interest,Posted,23B5F4412F0C,POOL-A
LN-000503,Mr. Justin Green Iii,2025-07-28,15821.62,15821.62,Fee,Posted,332DBD9A8C49,POOL-C
